time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_type,characteristic_value,exam_cohort,level_of_study,student_count_year_1,student_count_year_2,retained,retained_and_assessed,returned_and_retained,perc_retained,perc_retained_and_assessed,perc_returned_and_retained
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Severe learning difficulty,A level,Level 3,3,3,2,1,1,66.667,33.333,33.333
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Severe learning difficulty,A level,Level 3,2,2,2,2,2,100,100,100
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Severe learning difficulty,A level,Level 3,2,2,1,1,1,50,50,50
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Severe learning difficulty,A level,Level 3,1,1,1,1,1,100,100,100
201920,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Social, emotional and mental health",A level,Level 3,102,100,82,78,73,80.392,76.471,73
202021,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Social, emotional and mental health",A level,Level 3,104,104,93,87,88,89.423,83.654,84.615
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Social, emotional and mental health",A level,Level 3,119,118,102,99,97,85.714,83.193,82.203
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Social, emotional and mental health",A level,Level 3,135,135,104,100,102,77.037,74.074,75.556
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Social, emotional and mental health",A level,Level 3,178,176,148,139,140,83.146,78.09,79.545
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,A level,Level 3,56,55,52,49,45,92.857,87.5,81.818
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,A level,Level 3,40,40,40,40,40,100,100,100
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,A level,Level 3,57,56,53,51,51,92.982,89.474,91.071
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,A level,Level 3,57,56,52,51,48,91.228,89.474,85.714
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,A level,Level 3,58,58,52,51,51,89.655,87.931,87.931
201920,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",A level,Level 3,116,115,109,105,100,93.966,90.517,86.957
202021,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",A level,Level 3,108,107,96,94,93,88.889,87.037,86.916
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",A level,Level 3,118,117,107,105,102,90.678,88.983,87.179
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",A level,Level 3,138,137,130,126,126,94.203,91.304,91.971
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",A level,Level 3,145,145,135,132,134,93.103,91.034,92.414
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,A level,Level 3,2,2,2,2,2,100,100,100
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,A level,Level 3,0,0,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,A level,Level 3,0,0,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,A level,Level 3,0,0,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,A level,Level 3,0,0,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Vision impairment,A level,Level 3,67,65,64,60,54,95.522,89.552,83.077
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Vision impairment,A level,Level 3,57,56,51,50,49,89.474,87.719,87.5
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Vision impairment,A level,Level 3,67,67,62,62,62,92.537,92.537,92.537
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Vision impairment,A level,Level 3,75,75,74,71,73,98.667,94.667,97.333
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Vision impairment,A level,Level 3,59,59,56,55,56,94.915,93.22,94.915
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Autistic spectrum disorder,A level,Level 3,1119,1102,998,964,934,89.187,86.148,84.755
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Autistic spectrum disorder,A level,Level 3,1113,1106,1038,1026,1015,93.261,92.183,91.772
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Autistic spectrum disorder,A level,Level 3,1315,1308,1205,1193,1175,91.635,90.722,89.832
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Autistic spectrum disorder,A level,Level 3,1575,1570,1417,1388,1382,89.968,88.127,88.025
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Autistic spectrum disorder,A level,Level 3,1776,1767,1621,1606,1580,91.273,90.428,89.417
201920,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",A level,Level 3,0,0,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",A level,Level 3,0,0,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",A level,Level 3,0,0,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",A level,Level 3,0,0,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",A level,Level 3,0,0,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Hearing impairment,A level,Level 3,378,373,348,338,335,92.063,89.418,89.812
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Hearing impairment,A level,Level 3,368,367,341,339,337,92.663,92.12,91.826
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Hearing impairment,A level,Level 3,442,440,424,423,419,95.928,95.701,95.227
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Hearing impairment,A level,Level 3,460,459,422,417,415,91.739,90.652,90.414
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Hearing impairment,A level,Level 3,474,470,428,422,422,90.295,89.03,89.787
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Moderate learning difficulty,A level,Level 3,822,805,731,706,654,88.929,85.888,81.242
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Moderate learning difficulty,A level,Level 3,774,766,694,677,662,89.664,87.468,86.423
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Moderate learning difficulty,A level,Level 3,748,743,687,676,665,91.845,90.374,89.502
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Moderate learning difficulty,A level,Level 3,846,845,765,750,742,90.426,88.652,87.811
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Moderate learning difficulty,A level,Level 3,856,855,766,753,749,89.486,87.967,87.602
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Multi-sensory impairment,A level,Level 3,15,15,13,13,13,86.667,86.667,86.667
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Multi-sensory impairment,A level,Level 3,33,33,32,32,32,96.97,96.97,96.97
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Multi-sensory impairment,A level,Level 3,32,32,31,31,31,96.875,96.875,96.875
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Multi-sensory impairment,A level,Level 3,28,28,25,25,25,89.286,89.286,89.286
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Multi-sensory impairment,A level,Level 3,47,47,41,40,40,87.234,85.106,85.106
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Other difficulty,A level,Level 3,768,759,695,669,649,90.495,87.109,85.507
